"GEO_ID","NAME","B08130_001E","B08130_001M","B08130_002E","B08130_002M","B08130_003E","B08130_003M","B08130_004E","B08130_004M","B08130_005E","B08130_005M","B08130_006E","B08130_006M","B08130_007E","B08130_007M","B08130_008E","B08130_008M","B08130_009E","B08130_009M","B08130_010E","B08130_010M","B08130_011E","B08130_011M","B08130_012E","B08130_012M","B08130_013E","B08130_013M","B08130_014E","B08130_014M","B08130_015E","B08130_015M","B08130_016E","B08130_016M","B08130_017E","B08130_017M","B08130_018E","B08130_018M","B08130_019E","B08130_019M","B08130_020E","B08130_020M","B08130_021E","B08130_021M","B08130_022E","B08130_022M","B08130_023E","B08130_023M","B08130_024E","B08130_024M","B08130_025E","B08130_025M","B08130_026E","B08130_026M","B08130_027E","B08130_027M","B08130_028E","B08130_028M","B08130_029E","B08130_029M","B08130_030E","B08130_030M","B08130_031E","B08130_031M"
"0500000US33013","Merrimack County, New Hampshire","79963","2286","77174","2279","50570","2401","26604","1887","2789","848","65654","2328","62983","2237","38778","2039","24205","1908","2671","829","5721","1386","5626","1376","3536","1068","2090","753","95","113","201","166","201","166","201","166","0","192","0","192","2018","482","1995","482","1940","481","55","75","23","40","793","429","793","429","539","357","254","187","0","192","5576","1218"
"0500000US53067","Thurston County, Washington","132979","3828","131147","3828","95067","3834","36080","2994","1832","859","102648","4097","101467","4063","70584","3350","30883","2870","1181","727","14860","2349","14766","2313","10369","2105","4397","1416","94","112","2084","983","2084","983","1555","873","529","327","0","204","3020","1127","2944","1109","2737","1023","207","293","76","126","1860","777","1379","596","1315","589","64","106","481","495","8507","1517"
"0500000US05051","Garland County, Arkansas","40036","1977","39554","2059","33899","2403","5655","1231","482","340","32561","2143","32079","2242","26985","2463","5094","1153","482","340","4895","1377","4895","1377","4334","1326","561","428","0","201","247","247","247","247","247","247","0","201","0","201","365","279","365","279","365","279","0","201","0","201","570","435","570","435","570","435","0","201","0","201","1398","639"
"0500000US08069","Larimer County, Colorado","183927","4273","179110","4396","148564","4327","30546","3226","4817","1396","135172","3693","131689","3826","104875","3661","26814","2931","3483","1016","14214","2122","13125","1929","10164","1786","2961","855","1089","946","2067","782","2067","782","1694","715","373","280","0","204","7290","1659","7181","1664","7034","1668","147","151","109","169","6318","1218","6182","1223","5931","1194","251","244","136","153","18866","2542"
"0500000US12083","Marion County, Florida","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US13073","Columbia County, Georgia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US13095","Dougherty County, Georgia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US13151","Henry County, Georgia","114605","3897","114064","3866","52270","4872","61794","4523","541","359","96752","3907","96301","3944","40316","4317","55985","4224","451","323","6770","1923","6770","1923","2250","1060","4520","1552","0","226","955","540","955","540","309","302","646","448","0","226","359","306","359","306","147","178","212","257","0","226","1452","799","1362","776","931","629","431","435","90","155","8317","2167"
"0500000US17183","Vermilion County, Illinois","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US18141","St. Joseph County, Indiana","134937","2429","127669","2610","105113","2906","22556","1970","7268","1567","111994","2928","105334","3377","84706","3412","20628","1914","6660","1567","10646","1907","10341","1898","9245","1871","1096","490","305","248","1167","538","984","513","685","372","299","264","183","159","4198","776","4150","777","4150","777","0","198","48","59","2025","733","1953","725","1420","617","533","415","72","82","4907","1042"
"0500000US19163","Scott County, Iowa","86724","2564","68641","2772","64596","2887","4045","1061","18083","1954","76264","2877","59387","3134","55915","3287","3472","985","16877","1994","5986","1226","5221","1174","4655","1084","566","407","765","413","412","290","227","228","220","232","7","14","185","183","894","414","894","414","894","414","0","163","0","163","662","345","406","287","406","287","0","163","256","194","2506","753"
"0500000US23019","Penobscot County, Maine","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US26111","Midland County, Michigan","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US26115","Monroe County, Michigan","69463","2399","52681","2492","31109","2289","21572","1985","16782","1732","60853","2563","45260","2521","25163","2163","20097","1933","15593","1592","5134","1059","4127","1072","2883","1003","1244","411","1007","471","132","135","132","135","132","135","0","172","0","172","750","500","750","500","750","500","0","172","0","172","662","324","480","241","249","180","231","179","182","204","1932","689"
"0500000US35061","Valencia County, New Mexico","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US37097","Iredell County, North Carolina","87212","2561","85487","2682","59887","2925","25600","2460","1725","570","71787","2887","70459","2932","46933","2862","23526","2385","1328","537","8178","1711","8077","1722","6159","1526","1918","785","101","149","274","266","274","266","190","235","84","146","0","210","791","485","752","476","680","445","72","102","39","69","640","359","383","305","383","305","0","210","257","217","5542","1263"
"0500000US42021","Cambria County, Pennsylvania","58159","2463","57642","2507","42922","2207","14720","1558","517","274","45858","2266","45540","2275","33133","1957","12407","1345","318","179","5216","1036","5081","1018","3288","750","1793","550","135","166","553","259","553","259","538","260","15","25","0","177","2358","612","2358","612","2339","618","19","32","0","177","1581","659","1517","664","1031","514","486","357","64","76","2593","597"
"0500000US55141","Wood County, Wisconsin","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US72061","Guaynabo Municipio, Puerto Rico","34595","3201","34595","3201","14031","2471","20564","3096","0","228","26400","3309","26400","3309","9625","2305","16775","2825","0","228","3315","1267","3315","1267","1530","958","1785","1022","0","228","1384","1087","1384","1087","543","524","841","661","0","228","973","816","973","816","618","585","355","582","0","228","978","563","978","563","170","244","808","435","0","228","1545","652"
"0500000US01073","Jefferson County, Alabama","294610","6520","292340","6480","259006","6462","33334","3262","2270","735","245255","6420","243432","6306","214901","6100","28531","3037","1823","668","28026","3824","27983","3831","23914","3702","4069","1235","43","71","2587","1332","2468","1317","2166","1272","302","418","119","201","3586","1149","3586","1149","3493","1113","93","142","0","201","2687","897","2402","879","2063","719","339","309","285","293","12469","2252"
"0500000US05145","White County, Arkansas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US06079","San Luis Obispo County, California","126971","3913","126675","3961","112885","4274","13790","2318","296","252","90643","4752","90474","4720","79844","4777","10630","1957","169","184","16214","2851","16128","2880","13292","2445","2836","1432","86","154","864","489","823","484","725","446","98","176","41","69","6321","1800","6321","1800","6191","1797","130","159","0","211","3724","1042","3724","1042","3628","1079","96","116","0","211","9205","2160"
"0500000US12035","Flagler County, Florida","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US17201","Winnebago County, Illinois","133193","3108","125171","3214","107316","3263","17855","1927","8022","1373","109312","4329","102155","4380","87292","3794","14863","1828","7157","1272","14214","2336","13436","2181","10866","1899","2570","1133","778","487","1397","691","1397","691","1176","650","221","194","0","190","1529","676","1529","676","1471","655","58","91","0","190","1493","695","1406","680","1263","610","143","172","87","83","5248","1375"
"0500000US24025","Harford County, Maryland","129673","3014","125267","3193","72130","3000","53137","2497","4406","1162","109501","3549","106343","3539","57049","2968","49294","2592","3158","839","10408","2022","9859","1933","6640","1475","3219","1076","549","661","1027","533","405","319","82","120","323","294","622","414","1182","599","1182","599","1182","599","0","206","0","206","872","470","795","437","494","327","301","253","77","130","6683","1486"
"0500000US37157","Rockingham County, North Carolina","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US39155","Trumbull County, Ohio","84552","3036","80617","3056","55350","3268","25267","2249","3935","939","72501","3072","68898","3117","46266","2981","22632","2225","3603","915","5504","1281","5318","1291","2996","986","2322","676","186","198","609","362","609","362","418","262","191","231","0","195","1300","385","1244","370","1166","351","78","98","56","93","1050","618","960","615","916","601","44","72","90","99","3588","944"
"0500000US42049","Erie County, Pennsylvania","127515","3310","125102","3350","120843","3485","4259","923","2413","540","101363","2873","99702","2857","95990","2936","3712","841","1661","419","13684","2304","13370","2274","12900","2236","470","377","314","223","2985","960","2985","960","2985","960","0","177","0","177","3182","833","2936","806","2887","804","49","82","246","183","1355","430","1163","393","1135","380","28","52","192","178","4946","1059"
"0500000US01089","Madison County, Alabama","176284","4590","173916","4753","165413","4734","8503","1977","2368","870","156186","5462","153904","5605","145785","5507","8119","1994","2282","838","7881","1915","7844","1906","7669","1861","175","218","37","60","224","168","224","168","224","168","0","201","0","201","1921","962","1921","962","1921","962","0","201","0","201","2400","1097","2351","1092","2142","1042","209","291","49","77","7672","1537"
"0500000US09009","New Haven County, Connecticut","424773","6067","413882","6342","307389","7365","106493","5123","10891","1848","330447","7079","324135","7040","229594","6868","94541","4983","6312","1264","34510","4164","34144","4120","26578","3610","7566","1601","366","237","15721","2070","12052","1771","9687","1528","2365","1004","3669","1097","16521","2865","16249","2843","15329","2810","920","611","272","241","6426","1682","6154","1641","5053","1561","1101","616","272","213","21148","2301"
"0500000US12061","Indian River County, Florida","59740","3409","59136","3383","50274","3688","8862","1941","604","361","48421","3643","48123","3636","40440","3860","7683","1885","298","293","3982","1406","3906","1399","3076","1287","830","637","76","123","54","87","0","229","0","229","0","229","54","87","1061","964","1061","964","1061","964","0","229","0","229","1333","698","1157","678","808","576","349","326","176","181","4889","1453"
"0500000US13089","DeKalb County, Georgia","384081","6265","378095","6442","175016","6778","203079","6737","5986","1529","270960","7225","268015","7170","107675","5588","160340","6876","2945","976","41656","4827","40318","4810","17050","2888","23268","3525","1338","695","29413","3876","29088","3817","11792","2389","17296","3001","325","385","4862","1490","4674","1489","4046","1231","628","689","188","223","6239","1772","5049","1336","3502","1146","1547","635","1190","711","30951","3186"
"0500000US13127","Glynn County, Georgia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US17111","McHenry County, Illinois","162747","3597","157547","3726","83720","4068","73827","3548","5200","1047","132931","3689","128956","3679","63307","3770","65649","3370","3975","1003","11358","1909","10903","1849","6410","1641","4493","1085","455","426","4036","1120","4036","1120","500","391","3536","1042","0","190","851","434","851","434","772","419","79","126","0","190","1655","705","885","378","815","365","70","114","770","573","11916","1941"
